de,https://raw.githubusercontent.com/bminixhofer/nnsplit/0.5.0/models/de/
en,https://raw.githubusercontent.com/bminixhofer/nnsplit/0.5.0/models/en/
tr,https://raw.githubusercontent.com/bminixhofer/nnsplit/0.5.0/models/tr/
fr,https://raw.githubusercontent.com/bminixhofer/nnsplit/0.5.0/models/fr/
no,https://raw.githubusercontent.com/bminixhofer/nnsplit/0.5.0/models/no/
sv,https://raw.githubusercontent.com/bminixhofer/nnsplit/0.5.0/models/sv/
zh,https://raw.githubusercontent.com/bminixhofer/nnsplit/0.5.0/models/zh/
